,student_id,student_name,States,Test_center,MATH,SCIENCE,PHYSICS,CHEMISTRY,BIOLOGY,TOTAL,PERCENTAGE
8641,18642,Damini Yadav,Manipur,Aasam,75,59,66,42,91,333,66.6
8642,18643,Senthil Divedi,Goa,Banglore,85,87,56,66,69,363,72.6
8643,18644,Unnat Maurya,Karnataka,Banglore,31,65,98,81,30,305,61.0
8644,18645,Divya Maurrya,Arunachal Pradesh,Aasam,70,46,91,67,97,371,74.2
8645,18646,Shradha Mishra,Uttar Pradesh,Delhi,91,37,41,81,98,348,69.6
8646,18647,Kush Devi,Odisha,Hyderabad,52,45,45,48,67,257,51.4
8647,18648,Savita Triphati,Gujarat,Agra,97,96,78,89,93,453,90.6
8648,18649,Kush Tiwari,Goa,Banglore,37,79,49,39,35,239,47.8
8649,18650,Aman Devi,Bihar,kolkata,36,89,51,79,67,322,64.4
8650,18651,Diljeet Tiwari,Kerala,Chennai,33,91,89,86,86,385,77.0
8651,18652,Shivani Mishra,Chhattisgarh,Hyderabad,47,31,73,77,92,320,64.0
8652,18653,Dal Rajput,Uttar Pradesh,Delhi,77,57,32,95,30,291,58.2
8653,18654,Nikita Vishwakarma,Gujarat,Agra,61,89,34,62,32,278,55.6
8654,18655,Shantanu Gupta,Haryana,Delhi,48,89,71,42,77,327,65.4
8655,18656,Roshan Divedi,Meghalaya,Aasam,33,86,61,33,87,300,60.0
8656,18657,Abhi Seth,Telangana,Aasam,84,41,93,85,60,363,72.6
8657,18658,Yashi Gupta,Andhra Pradesh,Hyderabad,34,72,100,42,60,308,61.6
8658,18659,Kshitij Vishwakarma,Uttar Pradesh,Delhi,51,87,33,71,100,342,68.4
8659,18660,Ravindra Sonkar,Arunachal Pradesh,Aasam,30,97,75,91,30,323,64.6
8660,18661,Mohit Mishra,Uttar Pradesh,Delhi,63,61,70,84,58,336,67.2
8661,18662,Anamika Seth,Punjab,Agra,90,83,40,52,35,300,60.0
8662,18663,Aadesh Vishwakarma,Tamil Nadu,Chennai,30,59,100,66,49,304,60.8
8663,18664,Shyam Phatak,Manipur,Aasam,77,45,93,35,40,290,58.0
8664,18665,Karam Seth,West Bengal,kolkata,47,55,43,57,84,286,57.2
8665,18666,Mehul Phatak,Nagaland,Aasam,57,92,74,82,37,342,68.4
8666,18667,Atharva Pratap,Rajasthan,Delhi,36,32,75,34,67,244,48.8
8667,18668,Kajal Kumari,Bihar,kolkata,86,67,54,62,48,317,63.4
8668,18669,Aaroohi Triphati,Madhya Pradesh,Mumbai,92,62,85,69,49,357,71.4
8669,18670,Har Yadav,Arunachal Pradesh,Aasam,74,97,82,85,99,437,87.4
8670,18671,Pranjal Yadav,Sikkim,Aasam,88,40,34,42,32,236,47.2
8671,18672,Sukhan Rao,Mizoram,Aasam,40,39,45,73,31,228,45.6
8672,18673,Ananya Mishra,Himachal Pradesh,kolkata,62,42,53,40,86,283,56.6
8673,18674,Dharmesh Sonkar,Mizoram,Aasam,92,40,64,92,74,362,72.4
8674,18675,Kamini Gupta,Uttarakhand,Delhi,32,100,30,40,30,232,46.4
8675,18676,Aishwarya Vishwakarma,Uttar Pradesh,Delhi,100,99,82,57,78,416,83.2
8676,18677,Pallawi Phatak,Telangana,Aasam,88,98,44,89,54,373,74.6
8677,18678,Anmol Rai,Andhra Pradesh,Hyderabad,65,100,46,40,76,327,65.4
8678,18679,Atharva Kumari,Telangana,Aasam,88,41,77,63,57,326,65.2
8679,18680,Shantanu Mishra,Haryana,Delhi,52,79,50,35,79,295,59.0
8680,18681,Nagaraju Tiwari,Andhra Pradesh,Hyderabad,75,80,69,57,46,327,65.4
8681,18682,Aakash Maurya,Madhya Pradesh,Mumbai,30,80,50,62,37,259,51.8
8682,18683,Tripti Kumar,Arunachal Pradesh,Aasam,77,100,68,99,76,420,84.0
8683,18684,Namita Tiwari,Bihar,kolkata,47,56,68,50,86,307,61.4
8684,18685,Divya Srivastav,Bihar,kolkata,89,97,36,83,50,355,71.0
8685,18686,Prajwal Gupta,Himachal Pradesh,kolkata,96,83,55,100,57,391,78.2
8686,18687,Varun Maurrya,Maharashtra,Mumbai,44,41,72,54,89,300,60.0
8687,18688,Vijay Devi,West Bengal,kolkata,94,61,37,60,40,292,58.4
8688,18689,Puspha Singh,Goa,Banglore,70,51,43,31,76,271,54.2
8689,18690,Priyanka Pandey,Jharkhand,kolkata,91,93,74,58,66,382,76.4
8690,18691,Radha Gupta,Bihar,kolkata,56,31,45,65,56,253,50.6
8691,18692,Dul Maurya,Punjab,Agra,61,49,47,79,65,301,60.2
8692,18693,Dharmesh Pandey,Nagaland,Aasam,69,90,73,81,68,381,76.2
8693,18694,Ishan Rai,Maharashtra,Mumbai,39,45,37,80,44,245,49.0
8694,18695,Deva Rao,Arunachal Pradesh,Aasam,80,57,85,70,56,348,69.6
8695,18696,Reena Thakur,Arunachal Pradesh,Aasam,85,78,40,30,75,308,61.6
8696,18697,Nitya Phatak,Andhra Pradesh,Hyderabad,67,91,59,96,80,393,78.6
8697,18698,Unnat Kumari,Punjab,Agra,52,70,75,41,45,283,56.6
8698,18699,Ashok Rajput,Bihar,kolkata,90,74,54,42,40,300,60.0
8699,18700,Nav Srivastav,Mizoram,Aasam,50,51,94,94,41,330,66.0
8700,18701,Darshan Pandey,Sikkim,Aasam,44,48,67,45,78,282,56.4
8701,18702,Mehul Mishra,Jharkhand,kolkata,80,39,31,79,96,325,65.0
8702,18703,Monika Maurya,Uttarakhand,Delhi,45,56,93,78,39,311,62.2
8703,18704,Radha Pratap,Gujarat,Agra,73,44,88,41,38,284,56.8
8704,18705,Ankit Srivastav,Kerala,Chennai,82,30,49,88,55,304,60.8
8705,18706,Atharva Singh,Maharashtra,Mumbai,70,98,93,37,94,392,78.4
8706,18707,Anupam Rao,Nagaland,Aasam,70,96,46,78,45,335,67.0
8707,18708,Anushka Rao,Karnataka,Banglore,32,35,53,35,69,224,44.8
8708,18709,Anupriya Maurrya,Meghalaya,Aasam,100,49,48,42,97,336,67.2
8709,18710,Harsh Seth,Goa,Banglore,62,71,63,99,94,389,77.8
8710,18711,Abhishek Vishwakarma,Madhya Pradesh,Mumbai,100,68,91,71,60,390,78.0
8711,18712,Rahul Rajput,Madhya Pradesh,Mumbai,62,30,83,63,99,337,67.4
8712,18713,Soham Pandit,West Bengal,kolkata,40,47,68,46,67,268,53.6
8713,18714,Karan Devi,Andhra Pradesh,Hyderabad,70,81,51,41,59,302,60.4
8714,18715,Hayat Singh,Manipur,Aasam,31,57,60,67,95,310,62.0
8715,18716,Pragati Thakur,Arunachal Pradesh,Aasam,89,43,85,56,66,339,67.8
8716,18717,Shalani Vishwakarma,Bihar,kolkata,45,34,86,55,81,301,60.2
8717,18718,Roshni Pandit,Rajasthan,Delhi,70,88,59,56,71,344,68.8
8718,18719,Priyanshi Yadav,Haryana,Delhi,80,74,49,94,45,342,68.4
8719,18720,Devu Triphati,Bihar,kolkata,91,31,89,54,35,300,60.0
8720,18721,Priya Seth,Chhattisgarh,Hyderabad,85,31,85,42,52,295,59.0
8721,18722,Ronak Rai,Tamil Nadu,Chennai,39,41,96,68,92,336,67.2
8722,18723,Sukhan Divedi,Odisha,Hyderabad,98,37,87,66,50,338,67.6
8723,18724,Dharmesh Phatak,Gujarat,Agra,39,34,39,99,49,260,52.0
8724,18725,Prajwal Rajput,Uttarakhand,Delhi,58,93,31,95,74,351,70.2
8725,18726,Gopal Kumar,Chhattisgarh,Hyderabad,40,99,69,37,38,283,56.6
8726,18727,Har Thakur,Bihar,kolkata,67,56,76,70,73,342,68.4
8727,18728,Abhijeet Triphati,Arunachal Pradesh,Aasam,99,51,52,92,59,353,70.6
8728,18729,Rohit Rao,Maharashtra,Mumbai,89,36,88,56,56,325,65.0
8729,18730,Siwangi Divedi,Telangana,Aasam,60,58,45,33,36,232,46.4
8730,18731,Ishan Seth,Arunachal Pradesh,Aasam,65,74,98,60,95,392,78.4
8731,18732,Param Srivastav,Andhra Pradesh,Hyderabad,46,40,74,62,69,291,58.2
8732,18733,Gita Pandit,Madhya Pradesh,Mumbai,74,73,80,86,48,361,72.2
8733,18734,Nikita Vishwakarma,Uttarakhand,Delhi,78,59,81,30,62,310,62.0
8734,18735,Siddhesh Mishra,Nagaland,Aasam,99,88,98,70,50,405,81.0
8735,18736,Shyama Rao,Himachal Pradesh,kolkata,63,93,89,67,62,374,74.8
8736,18737,Anamika Pandey,Rajasthan,Delhi,43,91,53,44,63,294,58.8
8737,18738,Dipendra Pandey,Jharkhand,kolkata,69,35,93,87,70,354,70.8
8738,18739,Karan Gupta,Gujarat,Agra,71,56,78,58,68,331,66.2
8739,18740,Dharam Sonkar,Jharkhand,kolkata,70,86,73,72,83,384,76.8
8740,18741,Karan Sonkar,Andhra Pradesh,Hyderabad,74,48,89,58,71,340,68.0
8741,18742,Pragya Seth,Rajasthan,Delhi,79,84,35,97,92,387,77.4
8742,18743,Reena Srivastav,Goa,Banglore,73,72,52,76,32,305,61.0
8743,18744,Shalani Seth,Tamil Nadu,Chennai,79,91,34,49,71,324,64.8
8744,18745,Gayatri Kumari,Manipur,Aasam,72,43,90,54,33,292,58.4
8745,18746,Manisha Maurya,Goa,Banglore,92,80,64,96,92,424,84.8
8746,18747,Siwangi Rao,Himachal Pradesh,kolkata,90,40,80,44,40,294,58.8
8747,18748,Pradhi Rao,Haryana,Delhi,78,70,41,98,56,343,68.6
8748,18749,Adarsh Kumari,Goa,Banglore,51,50,46,89,62,298,59.6
8749,18750,Deepa Kumari,Haryana,Delhi,66,59,85,100,69,379,75.8
8750,18751,Siwangi Srivastav,Himachal Pradesh,kolkata,44,35,96,85,32,292,58.4
8751,18752,Sukh Devi,Sikkim,Aasam,46,47,93,60,40,286,57.2
8752,18753,Vaibhav Pandey,Rajasthan,Delhi,59,41,33,97,43,273,54.6
8753,18754,Deepa Rao,Goa,Banglore,62,46,97,67,41,313,62.6
8754,18755,Rohit Kumar,Madhya Pradesh,Mumbai,83,69,85,79,41,357,71.4
8755,18756,Pragya Srivastav,Uttar Pradesh,Delhi,66,91,93,52,46,348,69.6
8756,18757,Karam Tiwari,Andhra Pradesh,Hyderabad,93,87,99,96,57,432,86.4
8757,18758,Sandesh Sonkar,Tripura,Aasam,86,48,94,58,34,320,64.0
8758,18759,Sandesh Kumari,Odisha,Hyderabad,62,54,34,86,85,321,64.2
8759,18760,Rounak Kumar,Rajasthan,Delhi,50,73,84,67,52,326,65.2
8760,18761,Pranjal Thakur,Gujarat,Agra,88,89,98,63,81,419,83.8
8761,18762,Radha Singh,Kerala,Chennai,96,37,66,97,50,346,69.2
8762,18763,Sandesh Rajput,Haryana,Delhi,95,87,34,83,75,374,74.8
8763,18764,Sanoj Kumar,Mizoram,Aasam,87,84,53,80,63,367,73.4
8764,18765,Rohit Srivastav,Bihar,kolkata,73,64,36,46,76,295,59.0
8765,18766,Ganesh Rajput,Chhattisgarh,Hyderabad,75,31,67,70,87,330,66.0
8766,18767,Dal Rai,Odisha,Hyderabad,65,69,67,98,33,332,66.4
8767,18768,Murat Yadav,Tamil Nadu,Chennai,30,95,69,44,52,290,58.0
8768,18769,Gaurav Rao,Tripura,Aasam,51,36,89,31,94,301,60.2
8769,18770,Gagan Mishra,Uttar Pradesh,Delhi,87,89,53,91,45,365,73.0
8770,18771,Siwangi Phatak,Madhya Pradesh,Mumbai,35,90,74,84,69,352,70.4
8771,18772,Ranjit Tiwari,Bihar,kolkata,90,79,50,32,33,284,56.8
8772,18773,Jooli Rajput,Karnataka,Banglore,80,46,45,42,55,268,53.6
8773,18774,Anushka Srivastav,Gujarat,Agra,95,76,100,39,79,389,77.8
8774,18775,Dev Rao,Tamil Nadu,Chennai,84,77,69,99,64,393,78.6
8775,18776,Gagan Phatak,Karnataka,Banglore,94,99,31,86,93,403,80.6
8776,18777,Abhi Divedi,Bihar,kolkata,53,48,70,34,37,242,48.4
8777,18778,Naveen Mishra,Chhattisgarh,Hyderabad,51,42,93,78,46,310,62.0
8778,18779,Abhishek Seth,Bihar,kolkata,88,97,49,49,39,322,64.4
8779,18780,Dev Tiwari,Mizoram,Aasam,71,51,67,93,50,332,66.4
8780,18781,Riya Yadav,Manipur,Aasam,71,65,52,37,30,255,51.0
8781,18782,Akshath Singh,Tamil Nadu,Chennai,58,40,42,30,47,217,43.4
8782,18783,Onkar Phatak,Tamil Nadu,Chennai,42,49,88,66,38,283,56.6
8783,18784,Savita Yadav,Gujarat,Agra,82,90,45,98,40,355,71.0
8784,18785,Par Rao,Haryana,Delhi,83,93,60,64,92,392,78.4
8785,18786,Abhijeet Rai,Chhattisgarh,Hyderabad,86,56,66,59,69,336,67.2
8786,18787,Raju Rao,Jharkhand,kolkata,87,71,100,39,38,335,67.0
8787,18788,Priya Maurya,Uttar Pradesh,Delhi,99,82,93,56,85,415,83.0
8788,18789,Mehul Mishra,Andhra Pradesh,Hyderabad,49,62,71,43,47,272,54.4
8789,18790,Dharmesh Pandey,Bihar,kolkata,30,79,94,41,83,327,65.4
8790,18791,Aadesh Rajput,West Bengal,kolkata,78,94,90,78,52,392,78.4
8791,18792,Mony Rajput,Kerala,Chennai,67,56,86,98,44,351,70.2
8792,18793,Kishan Rai,Mizoram,Aasam,64,83,31,85,38,301,60.2
8793,18794,Priti Rajput,Uttarakhand,Delhi,48,47,35,100,35,265,53.0
8794,18795,Khushi Triphati,Odisha,Hyderabad,89,94,74,93,50,400,80.0
8795,18796,Karan Pandey,Odisha,Hyderabad,47,40,40,84,36,247,49.4
8796,18797,Senthil Srivastav,Haryana,Delhi,93,59,50,63,95,360,72.0
8797,18798,Riya Singh,Maharashtra,Mumbai,49,96,42,91,77,355,71.0
8798,18799,Dipendra Vishwakarma,Odisha,Hyderabad,92,41,77,76,34,320,64.0
8799,18800,Murat Rajput,Haryana,Delhi,43,63,86,94,49,335,67.0
8800,18801,Priyanshee Maurrya,Mizoram,Aasam,52,81,98,33,59,323,64.6
8801,18802,Dul Kumar,Uttar Pradesh,Delhi,73,72,87,43,73,348,69.6
8802,18803,Kamini Gupta,Chhattisgarh,Hyderabad,69,73,99,90,95,426,85.2
8803,18804,Shalani Mishra,Karnataka,Banglore,38,86,87,75,35,321,64.2
8804,18805,Neha Singh,Mizoram,Aasam,36,67,87,90,43,323,64.6
8805,18806,Shankar Divedi,Karnataka,Banglore,51,31,95,86,88,351,70.2
8806,18807,Jaspreet Vishwakarma,Arunachal Pradesh,Aasam,76,68,54,77,35,310,62.0
8807,18808,Karan Singh,Jharkhand,kolkata,37,36,32,65,34,204,40.8
8808,18809,Kamini Rajput,Gujarat,Agra,37,41,81,89,97,345,69.0
8809,18810,Priti Rajput,Manipur,Aasam,76,46,65,49,60,296,59.2
8810,18811,Yogesh Kumari,Uttar Pradesh,Delhi,55,34,42,50,85,266,53.2
8811,18812,Gauri Singh,Manipur,Aasam,61,64,80,58,86,349,69.8
8812,18813,Puneeth Sonkar,Himachal Pradesh,kolkata,50,91,78,88,45,352,70.4
8813,18814,Aniket Mishra,Meghalaya,Aasam,84,73,94,81,68,400,80.0
8814,18815,Parul Thakur,Manipur,Aasam,58,32,87,51,69,297,59.4
8815,18816,Anushka Vishwakarma,Manipur,Aasam,71,60,58,66,37,292,58.4
8816,18817,Krishan Seth,Himachal Pradesh,kolkata,63,43,38,72,82,298,59.6
8817,18818,Anurag Thakur,Tamil Nadu,Chennai,68,88,66,72,67,361,72.2
8818,18819,Raghav Gupta,Tripura,Aasam,96,42,87,79,44,348,69.6
8819,18820,Naveen Rajput,Telangana,Aasam,57,33,63,59,84,296,59.2
8820,18821,Silam Kumar,Bihar,kolkata,61,53,64,54,46,278,55.6
8821,18822,Rahul Phatak,Arunachal Pradesh,Aasam,75,52,68,73,48,316,63.2
8822,18823,Aman Gupta,Madhya Pradesh,Mumbai,61,43,91,82,53,330,66.0
8823,18824,Gouri Kumari,Tamil Nadu,Chennai,99,72,40,32,46,289,57.8
8824,18825,Dharmesh Srivastav,Maharashtra,Mumbai,56,56,49,78,93,332,66.4
8825,18826,Anupam Srivastav,Goa,Banglore,87,33,44,90,92,346,69.2
8826,18827,Gita Singh,Karnataka,Banglore,47,65,86,92,68,358,71.6
8827,18828,Gopal Sonkar,Haryana,Delhi,43,80,58,75,62,318,63.6
8828,18829,Bavya Divedi,Bihar,kolkata,75,61,70,65,74,345,69.0
8829,18830,Jooli Pandit,Rajasthan,Delhi,64,77,35,73,60,309,61.8
8830,18831,Vivek Mishra,Meghalaya,Aasam,84,52,47,63,30,276,55.2
8831,18832,Tushar Tiwari,Mizoram,Aasam,31,83,36,56,39,245,49.0
8832,18833,Ganesh Yadav,Telangana,Aasam,71,79,66,65,81,362,72.4
8833,18834,Kush Rajput,Kerala,Chennai,39,77,72,94,33,315,63.0
8834,18835,Namita Divedi,Odisha,Hyderabad,41,34,78,78,45,276,55.2
8835,18836,Himanshu Yadav,Kerala,Chennai,30,62,48,47,74,261,52.2
8836,18837,Kshitij Singh,Gujarat,Agra,30,97,97,78,46,348,69.6
8837,18838,Aman Kumar,Himachal Pradesh,kolkata,44,86,63,65,62,320,64.0
8838,18839,Karam Seth,Himachal Pradesh,kolkata,30,68,40,53,49,240,48.0
8839,18840,Priti Seth,Arunachal Pradesh,Aasam,71,32,93,67,91,354,70.8
8840,18841,Dharam Rai,Nagaland,Aasam,48,77,72,64,60,321,64.2
8841,18842,Dipendra Maurya,Karnataka,Banglore,50,92,80,70,47,339,67.8
8842,18843,Namrata Kumar,Odisha,Hyderabad,72,76,93,72,67,380,76.0
8843,18844,Aman Gupta,Karnataka,Banglore,53,63,82,52,38,288,57.6
8844,18845,Raghav Yadav,Sikkim,Aasam,95,68,51,55,59,328,65.6
8845,18846,Rounak Gupta,Rajasthan,Delhi,82,59,66,88,93,388,77.6
8846,18847,Parul Srivastav,Haryana,Delhi,65,45,58,51,74,293,58.6
8847,18848,Naveen Singh,Maharashtra,Mumbai,36,81,46,96,93,352,70.4
8848,18849,Manisha Divedi,Jharkhand,kolkata,90,49,70,87,80,376,75.2
8849,18850,Gauri Divedi,Maharashtra,Mumbai,61,84,53,76,77,351,70.2
8850,18851,Manish Rajput,Kerala,Chennai,66,69,33,80,76,324,64.8
8851,18852,Rakhi Divedi,Madhya Pradesh,Mumbai,67,61,100,96,75,399,79.8
8852,18853,Prajwal Rai,Andhra Pradesh,Hyderabad,88,87,56,81,31,343,68.6
8853,18854,Ankit Rai,Kerala,Chennai,80,40,62,95,98,375,75.0
8854,18855,Annu Rajput,Sikkim,Aasam,81,78,90,66,90,405,81.0
8855,18856,Ninad Kumari,Karnataka,Banglore,83,94,91,91,82,441,88.2
8856,18857,Ankit Gupta,Madhya Pradesh,Mumbai,33,93,43,98,76,343,68.6
8857,18858,Sachin Rajput,Uttar Pradesh,Delhi,50,36,31,75,38,230,46.0
8858,18859,Abhi Tiwari,Jharkhand,kolkata,31,78,78,96,72,355,71.0
8859,18860,Kamini Pratap,Goa,Banglore,40,91,80,67,83,361,72.2
8860,18861,Paridhi Vishwakarma,Bihar,kolkata,43,86,78,85,42,334,66.8
8861,18862,Sanjana Mishra,Haryana,Delhi,100,43,67,69,56,335,67.0
8862,18863,Rakhi Srivastav,Tripura,Aasam,75,77,62,62,89,365,73.0
8863,18864,Hari Thakur,West Bengal,kolkata,83,35,88,56,82,344,68.8
8864,18865,Kshitij Rao,Chhattisgarh,Hyderabad,55,94,91,75,88,403,80.6
8865,18866,Ram Pandey,Himachal Pradesh,kolkata,99,50,96,45,43,333,66.6
8866,18867,Kamini Divedi,Maharashtra,Mumbai,98,95,37,64,85,379,75.8
8867,18868,Ruhi Phatak,Bihar,kolkata,69,79,61,77,43,329,65.8
8868,18869,Shradha Pandit,Mizoram,Aasam,79,80,81,58,55,353,70.6
8869,18870,Ishan Mishra,Andhra Pradesh,Hyderabad,74,50,47,30,81,282,56.4
8870,18871,Jaspreet Rao,Karnataka,Banglore,45,44,97,92,52,330,66.0
8871,18872,Raju Thakur,Andhra Pradesh,Hyderabad,87,67,68,62,73,357,71.4
8872,18873,Priya Mishra,Meghalaya,Aasam,49,82,56,85,93,365,73.0
8873,18874,Aakash Gupta,Andhra Pradesh,Hyderabad,73,49,51,69,65,307,61.4
8874,18875,Tushar Rao,Chhattisgarh,Hyderabad,60,92,31,31,41,255,51.0
8875,18876,Diljeet Yadav,Jharkhand,kolkata,96,88,52,35,42,313,62.6
8876,18877,Devang Singh,Haryana,Delhi,85,97,90,65,45,382,76.4
8877,18878,Aakash Thakur,Himachal Pradesh,kolkata,61,93,46,56,31,287,57.4
8878,18879,Par Pandey,Manipur,Aasam,73,88,87,84,91,423,84.6
8879,18880,Nagaraju Pandey,Mizoram,Aasam,39,79,43,42,50,253,50.6
8880,18881,Abhijeet Rajput,Haryana,Delhi,91,62,72,63,71,359,71.8
8881,18882,Kshitij Tiwari,Jharkhand,kolkata,73,60,93,78,52,356,71.2
8882,18883,Radha Rai,Chhattisgarh,Hyderabad,82,33,83,92,75,365,73.0
8883,18884,Anmol Sonkar,Goa,Banglore,48,37,46,57,75,263,52.6
8884,18885,Suryansh Maurrya,Uttar Pradesh,Delhi,70,98,78,92,83,421,84.2
8885,18886,Diljeet Pandit,Odisha,Hyderabad,41,91,32,73,61,298,59.6
8886,18887,Kamini Thakur,Jharkhand,kolkata,93,75,93,88,35,384,76.8
8887,18888,Sukh Rajput,Himachal Pradesh,kolkata,100,40,31,65,72,308,61.6
8888,18889,Diljeet Pandit,West Bengal,kolkata,33,99,47,93,46,318,63.6
8889,18890,Shivani Rajput,Himachal Pradesh,kolkata,37,91,62,91,41,322,64.4
8890,18891,Anupam Rai,Manipur,Aasam,73,82,51,32,95,333,66.6
8891,18892,Ruhi Pandey,Tamil Nadu,Chennai,69,37,66,99,65,336,67.2
8892,18893,Vandana Rao,Sikkim,Aasam,68,51,31,86,57,293,58.6
8893,18894,Seeta Mishra,Manipur,Aasam,36,85,40,76,52,289,57.8
8894,18895,Karam Sonkar,Punjab,Agra,82,53,55,54,57,301,60.2
8895,18896,Ritik Singh,Rajasthan,Delhi,73,97,31,67,80,348,69.6
8896,18897,Priti Rao,Jharkhand,kolkata,34,41,41,60,63,239,47.8
8897,18898,Chaitanya Rao,Goa,Banglore,97,79,51,64,50,341,68.2
8898,18899,Shalani Rai,Bihar,kolkata,97,70,92,31,100,390,78.0
8899,18900,Ridhima Srivastav,Bihar,kolkata,90,98,62,74,72,396,79.2
8900,18901,Aniket Tiwari,Telangana,Aasam,75,59,98,86,98,416,83.2
8901,18902,Maan Seth,Sikkim,Aasam,70,43,85,37,90,325,65.0
8902,18903,Aishwarya Triphati,Mizoram,Aasam,100,42,58,89,57,346,69.2
8903,18904,Pragya Vishwakarma,Tamil Nadu,Chennai,83,94,96,40,96,409,81.8
8904,18905,Neha Triphati,Manipur,Aasam,52,79,97,62,44,334,66.8
8905,18906,Rohit Thakur,Tripura,Aasam,52,93,91,55,40,331,66.2
8906,18907,Pratyush Tiwari,Maharashtra,Mumbai,69,80,67,77,35,328,65.6
8907,18908,Gur Thakur,Rajasthan,Delhi,43,99,68,89,76,375,75.0
8908,18909,Soham Rao,Tripura,Aasam,88,92,58,77,99,414,82.8
8909,18910,Atharva Thakur,Andhra Pradesh,Hyderabad,72,100,67,98,66,403,80.6
8910,18911,Hayat Divedi,Madhya Pradesh,Mumbai,80,63,49,42,56,290,58.0
8911,18912,Devu Vishwakarma,Meghalaya,Aasam,63,76,60,49,37,285,57.0
8912,18913,Tejas Pandey,Haryana,Delhi,77,92,52,71,62,354,70.8
8913,18914,Sherya Thakur,Karnataka,Banglore,34,63,46,91,45,279,55.8
8914,18915,Bal Thakur,Nagaland,Aasam,78,31,97,48,100,354,70.8
8915,18916,Ishan Mishra,Tripura,Aasam,41,66,73,67,78,325,65.0
8916,18917,Abhinav Thakur,Uttar Pradesh,Delhi,37,71,54,55,33,250,50.0
8917,18918,Abhimanyu Gupta,Andhra Pradesh,Hyderabad,32,90,76,61,95,354,70.8
8918,18919,Pradhi Thakur,Kerala,Chennai,73,51,34,45,31,234,46.8
8919,18920,Gayatri Rajput,Tripura,Aasam,31,49,76,34,43,233,46.6
8920,18921,Ruhi Rajput,Arunachal Pradesh,Aasam,70,61,50,84,67,332,66.4
8921,18922,Devu Tiwari,Uttarakhand,Delhi,64,55,54,99,95,367,73.4
8922,18923,Siwangi Mishra,Manipur,Aasam,43,78,37,69,42,269,53.8
8923,18924,Roshni Phatak,Mizoram,Aasam,48,50,91,62,66,317,63.4
8924,18925,Gur Triphati,Himachal Pradesh,kolkata,92,79,67,86,63,387,77.4
8925,18926,Nilam Gupta,Rajasthan,Delhi,89,83,90,30,31,323,64.6
8926,18927,Chaitanya Maurrya,Uttar Pradesh,Delhi,92,58,41,40,44,275,55.0
8927,18928,Reena Gupta,Karnataka,Banglore,36,32,63,96,62,289,57.8
8928,18929,Devang Pratap,Arunachal Pradesh,Aasam,46,67,59,55,83,310,62.0
8929,18930,Ganesh Tiwari,Himachal Pradesh,kolkata,42,71,41,89,58,301,60.2
8930,18931,Ambika Triphati,Bihar,kolkata,71,53,67,63,48,302,60.4
8931,18932,Shradha Tiwari,Himachal Pradesh,kolkata,77,75,44,71,39,306,61.2
8932,18933,Harsh Rao,Uttarakhand,Delhi,84,33,62,65,95,339,67.8
8933,18934,Gagan Gupta,Punjab,Agra,81,69,63,68,86,367,73.4
8934,18935,Dev Kumari,Mizoram,Aasam,90,36,76,56,37,295,59.0
8935,18936,Priyanshi Srivastav,Madhya Pradesh,Mumbai,66,87,89,37,90,369,73.8
8936,18937,Dal Pandey,West Bengal,kolkata,83,42,70,37,100,332,66.4
8937,18938,Devang Triphati,Andhra Pradesh,Hyderabad,81,100,67,81,60,389,77.8
8938,18939,Pallawi Seth,Uttar Pradesh,Delhi,56,46,99,87,65,353,70.6
8939,18940,Kamini Rajput,Karnataka,Banglore,100,49,32,55,90,326,65.2
8940,18941,Vinay Srivastav,Tamil Nadu,Chennai,63,71,48,89,49,320,64.0
8941,18942,Raju Vishwakarma,Mizoram,Aasam,94,72,64,46,81,357,71.4
8942,18943,Pragya Triphati,Gujarat,Agra,97,40,57,33,66,293,58.6
8943,18944,Shila Srivastav,Madhya Pradesh,Mumbai,74,68,46,66,71,325,65.0
8944,18945,Divya Tiwari,Jharkhand,kolkata,39,86,54,83,43,305,61.0
8945,18946,Aaroohi Rai,Telangana,Aasam,67,49,37,68,87,308,61.6
8946,18947,Rohit Tiwari,Himachal Pradesh,kolkata,45,48,59,63,45,260,52.0
8947,18948,Mohit Rajput,Andhra Pradesh,Hyderabad,54,86,34,43,69,286,57.2
8948,18949,Jooli Pandey,Mizoram,Aasam,75,32,87,100,51,345,69.0
8949,18950,Rohit Mishra,West Bengal,kolkata,61,90,91,51,50,343,68.6
8950,18951,Nitya Phatak,Bihar,kolkata,66,89,66,85,31,337,67.4
8951,18952,Shankar Triphati,Kerala,Chennai,39,33,73,38,99,282,56.4
8952,18953,Shubham Rai,Goa,Banglore,81,41,92,84,95,393,78.6
8953,18954,Ashish Pratap,Mizoram,Aasam,90,44,41,43,95,313,62.6
8954,18955,Chaitanya Mishra,Telangana,Aasam,43,62,47,91,59,302,60.4
8955,18956,Sweta Seth,Odisha,Hyderabad,88,83,89,42,65,367,73.4
8956,18957,Pragya Rai,Rajasthan,Delhi,45,69,33,45,34,226,45.2
8957,18958,Yashi Mishra,Haryana,Delhi,80,42,31,32,42,227,45.4
8958,18959,Akshath Seth,Uttarakhand,Delhi,92,66,31,100,91,380,76.0
8959,18960,Mahendra Rai,Nagaland,Aasam,45,60,49,87,77,318,63.6
8960,18961,Shruti Kumari,Chhattisgarh,Hyderabad,74,43,78,63,68,326,65.2
8961,18962,Khushi Kumar,Maharashtra,Mumbai,74,43,37,56,48,258,51.6
